MovieID,Title,Genres,Directors,Cast,Runtimes,Production_companies
440,Dave (1993),Comedy|Romance,Ivan Reitman,"Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn, Ving Rhames",110,"Warner Bros., Northern Lights Entertainment, Donner/Shuler-Donner Productions"
441,Dazed and Confused (1993),Comedy,Richard Linklater,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews, Rory Cochrane",103,"Gramercy Pictures (I), Alphaville Films, Detour Filmproduction"
442,Demolition Man (1993),Action|Sci-Fi,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne, Benjamin Bratt",115,"Warner Bros., Silver Pictures"
443,"Endless Summer 2, The (1994)",Documentary,Bruce Brown,"Robert 'Wingnut' Weaver, Patrick O'Connell, Robert August, T.J. Barron, Jeff Booth",109,Bruce Brown Films
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Gus Van Sant,"Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson, Keanu Reeves",106,"New Line Cinema, Fourth Vision"
445,Fatal Instinct (1993),Comedy,Carl Reiner,"Armand Assante, Sherilyn Fenn, Kate Nelligan, Sean Young, Christopher McDonald",91,Metro-Goldwyn-Mayer (MGM)
446,Farewell My Concubine (1993),Drama|Romance,Kaige Chen,"Leslie Cheung, Fengyi Zhang, Gong Li, You Ge, Da Ying",171,"Beijing Film Studio, Tomson Films, China Film Co-Production Corporation"
447,"Favor, The (1994)",Comedy|Romance,Donald Petrie,"Harley Jane Kozak, Elizabeth McGovern, Bill Pullman, Brad Pitt, Larry Miller",97,"Nelson Entertainment, Nelson Entertainment"
448,Fearless (1993),Drama,Peter Weir,"Jeff Bridges, Isabella Rossellini, Rosie Perez, Tom Hulce, John Turturro",122,"Spring Creek Productions, Warner Bros."
449,Fear of a Black Hat (1993),Comedy,Rusty Cundieff,"Mark Christopher Lawrence, Larry B. Scott, Rusty Cundieff, Kasi Lemmons, Howie Gold",88,"Incorporated Television Company, Oakwood Productions"
450,With Honors (1994),Comedy|Drama,Alek Keshishian,"Joe Pesci, Brendan Fraser, Moira Kelly, Patrick Dempsey, Josh Hamilton",101,"Spring Creek Productions, Warner Bros."
451,Flesh and Bone (1993),Drama|Mystery|Romance,Steve Kloves,"Julia McNeal, Ron Kuhlman, Jerry Swindall, Ryan Bohls, James Caan",126,"Mirage Enterprises, Spring Creek Productions"
452,Widows' Peak (1994),Drama,John Irvin,"Mia Farrow, Joan Plowright, Natasha Richardson, Adrian Dunbar, Jim Broadbent",101,"British Screen Productions, Jo Manuel Productions, The Rank Organisation"
453,For Love or Money (1993),Comedy,Barry Sonnenfeld,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker, Bob Balaban",96,Imagine Entertainment
454,"Firm, The (1993)",Drama|Thriller,Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook, Terry Kinney",154,"Davis Entertainment, Mirage Enterprises, Paramount Pictures, Scott Rudin Productions"
455,Free Willy (1993),Adventure|Children's|Drama,Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen",112,"Warner Bros., Alcor Films, Canal+, Regency Enterprises, StudioCanal, Donner/Shuler-Donner Productions, Donners' Company, New Regency Productions, Estudios Churubusco Azteca S.A., Warner Bros. Family Entertainment"
456,Fresh (1994),Drama,Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright, Ron Brice",114,"Lumière Pictures, Miramax"
457,"Fugitive, The (1993)",Action|Thriller,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore, Joe Pantoliano",130,"Warner Bros., Kopelson Entertainment"
458,Geronimo: An American Legend (1993),Drama|Western,Walter Hill,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi, Matt Damon",115,"Columbia Pictures, Geffen Pictures, Polyphony Digital"
459,"Getaway, The (1994)",Action,Roger Donaldson,"Alec Baldwin, Kim Basinger, Michael Madsen, James Woods, David Morse",115,"Universal Pictures, Largo Entertainment, JVC Entertainment Networks, Turman-Foster Company, David Foster Productions"
460,Getting Even with Dad (1994),Comedy,Howard Deutch,"Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek, Gailard Sartain",109,Metro-Goldwyn-Mayer
461,Go Fish (1994),Drama|Romance,Rose Troche,"V.S. Brodie, Guinevere Turner, T. Wendy McMillan, Migdalia Melendez, Anastasia Sharp",83,"Can I Watch, Islet, KPVI, Killer Films, The Samuel Goldwyn Company"
462,"Good Man in Africa, A (1994)",Action|Adventure,Bruce Beresford,"Colin Friels, Sean Connery, John Lithgow, Diana Rigg, Louis Gossett Jr.",94,"Capitol Films, Polar Entertainment, South African Breweries, Southern Sun"
464,Hard Target (1993),Action|Adventure|Crime|Thriller,John Woo,"Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen, Douglas Rye",97,"Universal Pictures, Alphaville Films, Renaissance Pictures, S & R Productions"
465,Heaven & Earth (1993),Action|Drama|War,Oliver Stone,"Haing S. Ngor, Bussaro Sanruck, Supak Pititam, Joan Chen, Thuan K. Nguyen",140,"Alcor Films, Canal+, Ixtlan, New Regency Productions, TAE, Todd-AO Studios, Warner Bros."
466,Hot Shots! Part Deux (1993),Action|Comedy|War,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Brenda Bakke",86,Twentieth Century Fox
467,Live Nude Girls (1995),Comedy,Julianna Lavin,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins, Lora Zane",95,"IRS Media, Republic Pictures, Spelling Entertainment, Steve White Properties"
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice, Ian Hart",99,"Miramax, Parallax Pictures"
469,"House of the Spirits, The (1993)",Drama|Romance,Bille August,"Maria Conchita Alonso, António Assunção, Julie Balloo, Frank Baker, Antonio Banderas",145,"Constantin Film, Spring Creek Productions, House of Spirits Film, Costa do Castelo Filmes, Eurimages, Det Danske Filminstitut, Instituto do Cinema e do Audiovisual (ICA)"
470,House Party 3 (1994),Comedy,Eric Meza,"Christopher Reid, Christopher Martin, David Edwards, Angela Means, Tisha Campbell",100,"Jackson/McHenry Company,The, New Line Cinema, The Hudlin Brothers"
471,"Hudsucker Proxy, The (1994)",Comedy|Romance,"Joel Coen, Ethan Coen","Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning, John Mahoney",111,"PolyGram Filmed Entertainment, PolyGram Filmproduktion, Silver Pictures, Warner Bros., Working Title Films"
472,I'll Do Anything (1994),Comedy|Drama,James L. Brooks,"Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner, Joely Richardson",115,"Columbia Pictures, Gracie Films"
473,In the Army Now (1994),Comedy|War,Daniel Petrie Jr.,"Pauly Shore, Andy Dick, Lori Petty, David Alan Grier, Esai Morales",91,Hollywood Pictures
474,In the Line of Fire (1993),Action|Thriller,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole",128,"Columbia Pictures, Castle Rock Entertainment"
475,In the Name of the Father (1993),Drama,Jim Sheridan,"Alison Crosbie, Philip King, Emma Thompson, Nye Heron, Daniel Day-Lewis",133,"Hell's Kitchen Films, Universal Pictures"
476,"Inkwell, The (1994)",Comedy|Drama,Matty Rich,"Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman, Vanessa Bell Calloway",110,Touchstone Pictures
477,What's Love Got to Do with It? (1993),Drama,Brian Gibson,"RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon, Nita Woods Allen",118,Touchstone Pictures
478,Jimmy Hollywood (1994),Comedy,Barry Levinson,"Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe, John Cothran",112,Baltimore Pictures
479,Judgment Night (1993),Action,Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff, Jeremy Piven",110,"Largo Entertainment, JVC Entertainment Networks"
480,Jurassic Park (1993),Action|Adventure|Sci-Fi,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck",127,"Universal Pictures, Amblin Entertainment"
481,Kalifornia (1993),Drama|Thriller,Dominic Sena,"Brad Pitt, Kathy Larson, David Milford, David Duchovny, John Zarchen",117,"PolyGram Filmed Entertainment, Viacom Productions, Propaganda Films, Kouf/Bigelow Productions"
482,Killing Zoe (1994),Thriller,Roger Avary,"Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy, Jean-Hugues Anglade",96,"Davis-Films, Live Entertainment, PFG Entertainment"
483,King of the Hill (1993),Drama,Steven Soderbergh,"Jesse Bradford, Jeroen Krabbé, Lisa Eichhorn, Karen Allen, Spalding Gray",103,"Wildwood Enterprises, Bona Fide Productions"
484,Lassie (1994),Adventure|Children's,Daniel Petrie,"Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd, Frederic Forrest",94,"Broadway Pictures, Paramount Pictures"
485,Last Action Hero (1993),Action|Comedy,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance, Frank McRae",130,"Columbia Pictures, Oak Productions"
486,Life with Mikey (1993),Comedy,James Lapine,"Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper, David Krumholtz",91,Touchstone Pictures
487,Lightning Jack (1994),Comedy|Western,Simon Wincer,"Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo, Kamala Lopez, Pat Hingle",98,"Lightning Ridge, Village Roadshow Pictures"
488,M. Butterfly (1993),Drama,David Cronenberg,"Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson, Annabel Leventon",101,Geffen Pictures
489,Made in America (1993),Comedy,Richard Benjamin,"Whoopi Goldberg, Ted Danson, Will Smith, Nia Long, Paul Rodriguez",111,"Canal+, New Regency Productions, Alcor Films, Stonebridge Entertainment, Kalola Productions"
490,Malice (1993),Thriller,Harold Becker,"Alec Baldwin, Nicole Kidman, Bill Pullman, Bebe Neuwirth, George C. Scott",107,"Castle Rock Entertainment, Nelvana, New Line Cinema"
491,"Man Without a Face, The (1993)",Drama,Mel Gibson,"Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson, Gaby Hoffmann",115,"Icon Entertainment International, Icon Productions"
492,Manhattan Murder Mystery (1993),Comedy|Mystery,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen, Ron Rifkin",104,"TriStar Pictures, Jack Rollins & Charles H. Joffe Productions"
493,Menace II Society (1993),Action|Crime|Drama,"Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda, Samuel L. Jackson",97,New Line Cinema
494,Executive Decision (1996),Action|Thriller,Stuart Baird,"Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo, Oliver Platt",133,"Warner Bros., Silver Pictures"
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,Nagisa Ôshima,"Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui, Meika Seri",109,"Argos Films, Oshima Productions, Shibata Organisation"
496,What Happened Was... (1994),Comedy|Drama|Romance,Tom Noonan,"Karen Sillas, Tom Noonan",91,"Genre Pictures, Good Machine"
497,Much Ado About Nothing (1993),Comedy|Romance,Kenneth Branagh,"Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill, Brian Blessed",111,"Renaissance Films, American Playhouse Theatrical Films, BBC Film"
498,Mr. Jones (1993),Drama|Romance,"Mike Figgis, Jon Amiel","Richard Gere, Lena Olin, Anne Bancroft, Tom Irwin, Delroy Lindo",114,Rastar Productions
499,Mr. Wonderful (1993),Comedy|Romance,Anthony Minghella,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker, William Hurt, Vincent D'Onofrio",98,"Night Life Inc., Polyphony Digital, The Samuel Goldwyn Company"
500,Mrs. Doubtfire (1993),Comedy,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday",125,"Twentieth Century Fox, Blue Wolf Productions"
501,Naked (1993),Drama,Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell, Claire Skinner",131,"Thin Man Films, British Screen Productions, Channel Four Films"
502,"Next Karate Kid, The (1994)",Action|Children's,Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside, Constance Towers, Chris Conrad",107,Columbia Pictures
503,"New Age, The (1994)",Drama,Michael Tolkin,"Peter Weller, Judy Davis, Patrick Bauchau, Rachel Rosenthal, Adam West",112,"Alcor Films, Ixtlan, New Regency Productions, Wechsler Productions"
504,No Escape (1994),Action|Sci-Fi,Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson, Kevin Dillon, Kevin J. O'Connor",118,"Columbia Pictures, Pacific Western, Platinum Pictures, Allied Filmmakers"
505,North (1994),Comedy,Rob Reiner,"Elijah Wood, Jason Alexander, Julia Louis-Dreyfus, Marc Shaiman, Jussie Smollett",87,"Castle Rock Entertainment, Columbia Pictures, New Line Cinema"
507,"Perfect World, A (1993)",Action|Drama,Clint Eastwood,"Kevin Costner, Clint Eastwood, Laura Dern, T.J. Lowther, Keith Szarabajka",138,"Warner Bros., Malpaso Productions"
508,Philadelphia (1993),Drama,Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman, Karen Finley",125,"TriStar Pictures, Clinica Estetico"
509,"Piano, The (1993)",Drama|Romance,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker",121,"CiBy 2000, Jan Chapman Productions, The Australian Film Commission, New South Wales Film & Television Office"
510,Poetic Justice (1993),Drama,John Singleton,"Khandi Alexander, Maya Angelou, Ché J. Avery, Lloyd Avery II, Kimberly Brooks",109,"Columbia Pictures, New Deal Productions, Nickel"
511,"Program, The (1993)",Action|Drama,David S. Ward,"James Caan, Halle Berry, Omar Epps, Craig Sheffer, Kristy Swanson",112,"Touchstone Pictures, The Samuel Goldwyn Company"
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,Stuart Orme,"Donald Sutherland, Eric Thal, Julie Warner, Keith David, Will Patton",109,Hollywood Pictures
513,Radioland Murders (1994),Comedy|Mystery|Romance,Mel Smith,"Brian Benben, Mary Stuart Masterson, Ned Beatty, George Burns, Scott Michael Campbell",108,"Universal Pictures, Lucasfilm"
514,"Ref, The (1994)",Comedy,Ted Demme,"Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr., Glynis Johns",97,"Touchstone Pictures, Don Simpson/Jerry Bruckheimer Films"
515,"Remains of the Day, The (1993)",Drama,James Ivory,"John Haycraft, Christopher Reeve, Anthony Hopkins, Emma Thompson, Caroline Hunt",134,"Columbia Pictures, Merchant Ivory Productions"
516,Renaissance Man (1994),Comedy|Drama|War,Penny Marshall,"Danny DeVito, Gregory Hines, James Remar, Ed Begley Jr., Lillo Brancato",128,"Touchstone Pictures, Cinergi Pictures Entertainment, Parkway Productions"
517,Rising Sun (1993),Action|Drama|Mystery,Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa, Kevin Anderson",125,"Twentieth Century Fox, Walrus & Associates"
518,"Road to Wellville, The (1994)",Comedy,Alan Parker,"Anthony Hopkins, Bridget Fonda, Matthew Broderick, John Cusack, Dana Carvey",118,"Beacon Communications, Beacon Pictures, Columbia Pictures, Dirty Hands Productions, Per-Fo Pictures"
519,Robocop 3 (1993),Sci-Fi|Thriller,Fred Dekker,"Robert John Burke, Mario Machado, Remy Ryan, Jodi Long, John Posey",104,Orion Pictures
520,Robin Hood: Men in Tights (1993),Comedy,Mel Brooks,"Cary Elwes, Richard Lewis, Roger Rees, Amy Yasbeck, Mark Blankfield",104,"Brooksfilms, Gaumont"
521,Romeo Is Bleeding (1993),Crime|Thriller,Peter Medak,"Gary Oldman, Wallace Wood, Juliette Lewis, David Proval, Will Patton",110,"Polygram Filmed Entertainment, Working Title Films, Hilary Henkin"
522,Romper Stomper (1992),Action|Drama,Geoffrey Wright,"Russell Crowe, Daniel Pollock, Jacqueline McKenzie, Alex Scott, Leigh Russell",94,"Film Victoria, Romper Stomper Pty. Ltd., Seon Film Productions, The Australian Film Commission"
523,Ruby in Paradise (1993),Drama,Victor Nunez,"Ashley Judd, Todd Field, Bentley Mitchum, Allison Dean, Dorothy Lyman",114,"Full Crew/Say Yea, Ruby in Paradise"
524,Rudy (1993),Drama,David Anspaugh,"Sean Astin, Jon Favreau, Ned Beatty, Greta Lind, Scott Benjaminson",114,TriStar Pictures
525,"Saint of Fort Washington, The (1993)",Drama,Tim Hunter,"Danny Glover, Matt Dillon, Rick Aviles, Nina Siemaszko, Ving Rhames",103,"Carrie Productions Inc., David V. Picker Productions, Nessa Hyams"
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,Cyril Collard,"Cyril Collard, Romane Bohringer, Carlos López, Corine Blue, Claude Winter",126,"Banfilm, La Sept Cinéma, Société Nouvelle de Cinématographie, Orango Film S.r.l., Canal+, Sofinergie 2, Centre national du cinéma et de l'image animée (CNC), Fondation GAN pour le Cinéma, Société des Producteurs de Cinéma et de Télévision (Procirep)"
527,Schindler's List (1993),Drama|War,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall",195,"Universal Pictures, Amblin Entertainment"
528,"Scout, The (1994)",Drama,Michael Ritchie,"Albert Brooks, Brendan Fraser, Dianne Wiest, Anne Twomey, Lane Smith",101,"Santo Domingo Film & Music Video, Twentieth Century Fox"
529,Searching for Bobby Fischer (1993),Drama,Steven Zaillian,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley, Laurence Fishburne",109,Mirage Enterprises
530,Second Best (1994),Drama,Chris Menges,"William Hurt, Nathan Yapp, Keith Allen, Chris Cleary Miles, Doris Irving",105,"Alcor Films, Fron Film Production, New Regency Productions"
531,"Secret Garden, The (1993)",Children's|Drama,Agnieszka Holland,"Kate Maberly, Heydon Prowse, Andrew Knott, Maggie Smith, Laura Crossley",101,"Warner Bros., American Zoetrope"
532,Serial Mom (1994),Comedy|Crime|Horror,John Waters,"Kathleen Turner, Sam Waterston, Ricki Lake, Matthew Lillard, Scott Morgan",95,"Savoy Pictures, Polar Entertainment Corporation"
533,"Shadow, The (1994)",Action,Russell Mulcahy,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle, Ian McKellen",108,"Universal Pictures, Bregman/Baer Productions"
534,Shadowlands (1993),Drama|Romance,Richard Attenborough,"Julian Fellowes, Roddy Maude-Roxby, Michael Denison, Andrew Seear, Tim McMullan",131,"Price Entertainment, Spelling Films International, Shadowlands Productions"
535,Short Cuts (1993),Drama,Robert Altman,"Andie MacDowell, Bruce Davison, Jack Lemmon, Zane Cassidy, Julianne Moore",188,"Fine Line Features, Spelling Films International, Avenue Pictures"
536,"Simple Twist of Fate, A (1994)",Drama,Gillies MacKinnon,"Steve Martin, Gabriel Byrne, Laura Linney, Catherine O'Hara, Alana Austin",106,Touchstone Pictures
537,Sirens (1994),Comedy|Drama,John Duigan,"Hugh Grant, Tara Fitzgerald, Sam Neill, Elle Macpherson, Portia de Rossi",98,"British Screen Finance Ltd., Samson Productions Pty. Ltd., Sarah Radclyffe Productions - Sirens Limited, WMG Film"
538,Six Degrees of Separation (1993),Drama,Fred Schepisi,"Stockard Channing, Will Smith, Donald Sutherland, Ian McKellen, Mary Beth Hurt",112,"Metro-Goldwyn-Mayer (MGM), Maiden Movies, New Regency Productions"
539,Sleepless in Seattle (1993),Comedy|Romance,Nora Ephron,"Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber, Tom Riis Farrell",105,TriStar Pictures
540,Sliver (1993),Thriller,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp",107,"Paramount Pictures, Robert Evans Company"
541,Blade Runner (1982),Film-Noir|Sci-Fi,Ridley Scott,"Harrison Ford, Sean Young, Rutger Hauer, Edward James Olmos, M. Emmet Walsh",117,"The Ladd Company, Shaw Brothers, Warner Bros., Blade Runner Partnership, Michael Deeley Production, Ridley Scott Productions, Scott Free Productions"
542,Son in Law (1993),Comedy,Steve Rash,"Pauly Shore, Carla Gugino, Lane Smith, Cindy Pickett, Mason Adams",95,"Hollywood Pictures, Touchwood Pacific Partners 1"
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Thomas Schlamme,"Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer, Brenda Fricker",93,"TriStar Pictures, Fried/Woods Films"
544,Striking Distance (1993),Action,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore, Brion James",102,"Columbia Pictures, Arnon Milchan Productions"
545,Harlem (1993),Drama,Leon Ichaso,"Wesley Snipes, Khandi Alexander, DeVaughn Nixon, Marquise Wilson, O.L. Duke",123,"Beacon Communications, Beacon Pictures, Ghiznoz Productions, South Street Films"
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,"Annabel Jankel, Rocky Morton","Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis, Fisher Stevens",104,"Hollywood Pictures, Lightmotive, Allied Filmmakers, Cinergi Pictures Entertainment, Nintendo, Touchwood Pacific Partners 1"
547,Surviving the Game (1994),Action|Adventure|Thriller,Ernest R. Dickerson,"Ice-T, Rutger Hauer, Charles S. Dutton, Gary Busey, F. Murray Abraham",96,"New Line Cinema, New Line Productions, David Permut Productions, Permut Presentations"
548,Terminal Velocity (1994),Action,Deran Sarafian,"Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald, Gary Bullock",102,"Hollywood Pictures, Interscope Communications, PolyGram Filmed Entertainment, Nomura Babcock & Brown, Cinergi Pictures Entertainment, Libra Pictures, Polyphony Digital"
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,François Girard,"Colm Feore, Derek Keurvorst, Katya Ladan, Devon Anderson, Joshua Greenblatt",98,"Rhombus Media, Téléfilm Canada, Ontario Film Development Corporation, Canadian Broadcasting Corporation (CBC), Société Radio-Canada, Nederlandse Omroepstichting (NOS), Rádio e Televisão de Portugal (RTP), Yleisradio (YLE), National Film Board of Canada (NFB), Glenn Gould Ltd."
550,Threesome (1994),Comedy|Romance,Andrew Fleming,"Lara Flynn Boyle, Stephen Baldwin, Josh Charles, Alexis Arquette, Martha Gehman",93,"Motion Picture Corporation of America, TriStar Pictures"
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix",76,"Touchstone Pictures, Tim Burton Productions, DiNovi Pictures"
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry",105,"Walt Disney Pictures, Caravan Pictures, Wolfgang Odelga Filmproduktion GmbH, Vienna Film Financing Fund, One for All Productions"
553,Tombstone (1993),Western,"George P. Cosmatos, Kevin Jarre","Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton, Powers Boothe",130,"Hollywood Pictures, Cinergi Pictures Entertainment, Alphaville Films"
554,Trial by Jury (1994),Thriller,Heywood Gould,"Joanne Whalley, Armand Assante, Gabriel Byrne, William Hurt, Kathleen Quinlan",107,Morgan Creek Entertainment
555,True Romance (1993),Action|Crime|Romance,Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer, Gary Oldman",119,"Morgan Creek Entertainment, Davis-Films, August Entertainment, Miramax, Sterling MacFadden, True Romance Productions"
556,"War Room, The (1993)",Documentary,"Chris Hegedus, D.A. Pennebaker","James Carville, George Stephanopoulos, Heather Beckel, Paul Begala, Bob Boorstin",96,"Cyclone Films, McEttinger Films, Pennebaker Associates"
557,Mamma Roma (1962),Drama,Pier Paolo Pasolini,"Anna Magnani, Ettore Garofolo, Franco Citti, Silvana Corsini, Luisa Loiano",106,Arco Film
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,"Pixote Hunt, Joe Johnston","Macaulay Culkin, Kanin Howell, Alexis Kirschner, Jessica Kirschner, Guy Mansker",80,"Twentieth Century Fox, Turner Pictures (I), Turner Feature Animation"
559,"Paris, France (1993)",Comedy,Jerry Ciccoritti,"Leslie Hope, Peter Outerbridge, Victor Ertmanis, Dan Lett, Raoul Max Trujillo",112,"Alliance Communications Corporation, Lightshow, Lightshow Communications, Ontario Film Development Corporation, Téléfilm Canada"
560,"Beans of Egypt, Maine, The (1994)",Drama,Jennifer Warren,"Martha Plimpton, Kelly Lynch, Rutger Hauer, Patrick McGaw, Richard Sanders",99,"American Playhouse, KCET, Live Entertainment, South Carolina ETV, Theatrical Films, Thirteen / WNET, WGBH"
561,Killer (Bulletproof Heart) (1994),Thriller,Mark Malone,"Anthony LaPaglia, Mimi Rogers, Matt Craven, Peter Boyle, Monika Schnarre",95,"Keystone Film Company, Republic Pictures, Silver Mountain Productions Inc."
562,Welcome to the Dollhouse (1995),Comedy|Drama,Todd Solondz,"Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal, Siri Howard",88,Suburban Pictures
563,Germinal (1993),Drama,Claude Berri,"Miou-Miou, Renaud, Jean Carmet, Judith Henry, Jean-Roger Milo",160,"Renn Productions, France 2 Cinéma, DD Productions, Alternative Films, Artisti Associati (II), Canal+, Sofiarp, Investimage 2, Centre national du cinéma et de l'image animée (CNC), Groupe Pinault, Ministère de l'Éducation Nationale, Ministère de la Culture et de la Francophonie, Eurimages, Région Nord-Pas-de-Calais"
564,Chasers (1994),Comedy,Dennis Hopper,"Tom Berenger, William McNamara, Erika Eleniak, Crispin Glover, Matthew Glave",102,Morgan Creek Entertainment
565,Cronos (1992),Horror,Guillermo del Toro,"Federico Luppi, Ron Perlman, Claudio Brook, Margarita Isabel, Tamara Xanath",94,"CNCAIMC, Fondo de Fomento a la Calidad Cinematográfica, Grupo Del Toro, Guillermo Springall, Iguana Producciones, Instituto Mexicano de Cinematografía, S.T.P.C., Servicos Filmicos ANC, Universidad de Guadalajara, Ventana Films"
566,Naked in New York (1994),Comedy|Romance,Daniel Algrant,"Eric Stoltz, Mary-Louise Parker, Ralph Macchio, Jill Clayburgh, Tony Curtis",95,Some Film
567,Kika (1993),Drama,Pedro Almodóvar,"Verónica Forqué, Peter Coyote, Victoria Abril, Àlex Casanovas, Rossy de Palma",114,"El Deseo, CiBy 2000"
568,Bhaji on the Beach (1993),Comedy|Drama,Gurinder Chadha,"Kim Vithana, Jimmi Harkishin, Sarita Khajuria, Akbar Kurtha, Mo Sesay",101,"Channel Four Films, Umbi Films"
569,Little Big League (1994),Children's|Comedy,Andrew Scheinman,"Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow, Kevin Dunn",119,"Castle Rock Entertainment, Lobell/Bergman Productions"
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,Åke Sandgren,"Jesper Salén, Stellan Skarsgård, Basia Frydman, Niklas Olund, Ernst-Hugo Järegård",102,"Svensk Filmindustri, SVT Drama, Nordisk Film, Svenska Filminstitutet (SFI), Mirofilm"
571,"Wedding Gift, The (1994)",Drama,Sean McNamara,"Jon Voight, James Caan, Teri Polo, Bo Derek, Dylan Walsh",83,Haunted Doll Company
